No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
45,NUV (GALEX) AB,12.59,0.01,0.01,mag,1319999950000000.0,0.03342,0.0003078,0.0003078,,,44114398329000.0,406295984610.0,406295984610.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
46,NUV (GALEX),105.3,14.6,14.6,mJy,1319999950000000.0,0.1053,0.0146,0.0146,,,138995994735000.0,19271999270000.0,19271999270000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
47,NUV (GALEX) AB,11.313,0.005,0.005,mag,1319999947931600.0,0.1083,0.000499,0.000499,,,142955994360992.0,658679974017.868,658679974017.868,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
48,NUV (GALEX) AB,11.4,0.01,0.01,mag,1300000030064640.0,0.1,0.0009211,0.0009211,,,130000003006464.0,1197430027692.54,1197430027692.54,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
49,NUV (GALEX) AB,11.47,0.03,0.03,mag,1290000004022300.0,0.09376,0.002591,0.002591,,,120950400377131.0,3342390010421.78,3342390010421.78,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011ApJS..192....6L
50,NUV (GALEX),11.5,0.02,0.02,mag,1290000004022270.0,0.01981,0.0003649,0.0003649,,,25554900079681.2,470721001467.726,470721001467.726,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
51,NUV (GALEX),11.66,0.01,0.01,mag,1290000004022270.0,0.01709,0.0001574,0.0001574,,,22046100068740.6,203046000633.105,203046000633.105,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
52,2460 A (OAO),11.04,0.31,0.31,mag,1219999960000000.0,0.028159,0.0093052,0.0093052,,,34353978873640.0,11352343627792.0,11352343627792.0,,,OAO,Photometer,2460.0,A,flux in fixed aperture,1982ApJ...256....1C
53,UV_2500 (m_T),11.72,0.39,0.39,mag,1198999980000000.0,0.015528,0.0067109,0.0067109,,,18618071689440.0,8046368965782.0,8046368965782.0,,,IUE,ULDA,2500.0,A,multiple methods,1995A&AS..114..527R
54,2980 A (OAO),10.08,0.18,0.18,mag,1010000010000000.0,0.10004,0.01804,0.01804,,,101040401000400.0,18220400180400.0,18220400180400.0,,,OAO,Photometer,2980.0,A,flux in fixed aperture,1982ApJ...256....1C
55,UV_3150 (m_T),9.5,0.15,0.15,mag,951699993000000.0,0.19047,0.028219,0.028219,,,181270297666710.0,26856022102467.0,26856022102467.0,,,IUE,ULDA,3150.0,A,multiple methods,1995A&AS..114..527R
56,3320 A (OAO),9.64,0.12,0.12,mag,903000030000000.0,0.18622,0.021762,0.021762,,,168156665586600.0,19651086652860.0,19651086652860.0,,,OAO,Photometer,3320.0,A,flux in fixed aperture,1982ApJ...256....1C
57,U (U_T^0),9.08,,,mag,818999999000000.0,0.4224,,,,,345945599577600.0,,,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
58,U (U_T),9.61,0.09,0.09,mag,818999999000000.0,0.2592,0.02367,0.02367,,,212284799740800.0,19385729976330.0,19385729976330.0,,,Literature compilation,Literature compilation,3660.0,A,multiple methods,1991RC3.9.C...0000d
59,4250 A (OAO),8.51,0.07,0.07,mag,705000024000000.0,0.86402,0.05754,0.05754,,,609134120736480.0,40565701380960.0,40565701380960.0,,,OAO,Photometer,4250.0,A,flux in fixed aperture,1982ApJ...256....1C
60,B (B_T^0),8.86,,,mag,681000015000000.0,1.217,,,,,828777018255000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
61,B (B_T),9.3,0.09,0.09,mag,681000015000000.0,0.8117,0.07015,0.07015,,,552767712175500.0,47772151052250.0,47772151052250.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
62,B (m_B),9.25,0.14,0.14,mag,681000015000000.0,0.85,0.117,0.117,,,578850012750000.0,79677001755000.0,79677001755000.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
63,m_p,9.2,0.4,0.4,mag,681000015000000.0,0.89004,0.39646,0.39646,,,606117253350600.0,269989265946900.0,269989265946900.0,,,Oschin Schmidt,Photographic plates,4400.0,A,estimated by eye,1968CGCG4.C...0000Z
64,B,3.53,,,Jy,665999976000000.0,3.53,,,,,2350979915280000.0,,,,,"2.1m, 1.5m",CCD,0.45,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
65,V,2.79,,,Jy,545000010000000.0,2.79,,,,,1520550027900000.0,,,,,"2.1m, 1.5m",CCD,0.55,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
66,V (Johnson),10.7,,,mag,542120000000000.0,0.191,,,,,103544920000000.0,,,,,28in,Photometer,5530.0,A,flux in fixed aperture,1966ApJ...143..187J
67,V (V_T),8.41,0.09,0.09,mag,542000009000000.0,1.574,0.1369,0.1369,,,853108014166000.0,74199801232100.0,74199801232100.0,,,Literature compilation,Literature compilation,5530.0,A,multiple methods,1991RC3.9.C...0000d
68,V (V_T^0),8.07,,,mag,542000009000000.0,2.153,,,,,1166926019377000.0,,,,,Literature compilation,Literature compilation,5530.0,A,multiple methods,1991RC3.9.C...0000d
69,R,3.67,,,Jy,453999988000000.0,3.67,,,,,1666179955960000.0,,,,,"2.1m, 1.5m",CCD,0.66,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
70,R (Johnson),9.84,,,mag,428275013000000.0,0.3221,,,,,137947381687300.0,,,,,28in,Photometer,7000.0,A,flux in fixed aperture,1966ApJ...143..187J
71,I,4.74,,,Jy,369999990000000.0,4.74,,,,,1753799952600000.0,,,,,"2.1m, 1.5m",CCD,0.81,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
72,I (Johnson),9.1,,,mag,333103000000000.0,0.5132,,,,,170948459600000.0,,,,,28in,Photometer,9000.0,A,flux in fixed aperture,1966ApJ...143..187J
73,J (Johnson),8.17,0.03,0.03,mag,241768004000000.0,0.8648,0.02423,0.02423,,,209080969859200.0,5858038736920.0,5858038736920.0,,,Multiple telescopes,Photometer,1.24,microns,flux in fixed aperture,1977HarvU.T00M....A
74,J (Johnson),7.41,0.03,0.03,mag,241768004000000.0,1.742,0.04879,0.04879,,,421159862968000.0,11795860915160.0,11795860915160.0,,,Multiple telescopes,Photometer,1.24,microns,flux in fixed aperture,1977HarvU.T00M....A
75,J (Johnson),6.47,0.03,0.03,mag,241768004000000.0,4.139,0.116,0.116,,,1000677768556000.0,28045088464000.0,28045088464000.0,,,Multiple telescopes,Photometer,1.24,microns,flux in fixed aperture,1977HarvU.T00M....A
76,J_14arcsec (2MASS),8.604,0.015,0.015,mag,240000004000000.0,0.57589,0.0080119,0.0080119,,,138213602303560.0,1922856032047.6,1922856032047.6,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
77,J_Kron (2MASS LGA),5.983,0.015,0.015,mag,240000004000000.0,6.4379,0.08956,0.08956,,,1545096025751600.0,21494400358240.0,21494400358240.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
78,J_tot (2MASS LGA),5.841,0.015,0.015,mag,240000004000000.0,7.3374,0.10207,0.10207,,,1760976029349600.0,24496800408280.0,24496800408280.0,,,1.3m,256x256 NICMOS3,1.25,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
79,J_20 (2MASS LGA),5.881,0.015,0.015,mag,240000004000000.0,7.072,0.098382,0.098382,,,1697280028288000.0,23611680393528.0,23611680393528.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
80,1.25 microns,0.117,5.0,5.0,Jy,239833994000000.0,0.117,0.00585,0.00585,,,28060577298000.0,1403028864900.0,1403028864900.0,,,2.3m,IR photometer,1.25,microns,flux in fixed aperture,1980ApJ...238...24R
81,1.25 microns,0.056,5.0,5.0,Jy,239833994000000.0,0.056,0.0028,0.0028,,,13430703664000.0,671535183200.0,671535183200.0,,,2.3m,IR photometer,1.25,microns,flux in fixed aperture,1980ApJ...238...24R
82,1.25 microns,1.6,0.1,0.1,Jy,239833994000000.0,1.6,0.1,0.1,,,383734390400000.0,23983399400000.0,23983399400000.0,,,Cassegrain,PbS JKL photometer,1.25,microns,flux in fixed aperture,1970ApJ...159L.165K
83,1.25 microns,0.161,5.0,5.0,Jy,239833994000000.0,0.161,0.00805,0.00805,,,38613273034000.0,1930663651700.0,1930663651700.0,,,2.3m,IR photometer,1.25,microns,flux in fixed aperture,1980ApJ...238...24R
84,J (Johnson),8.1,,,mag,237931004000000.0,0.9224,,,,,219467558089600.0,,,,,28in,Photometer,1.26,microns,flux in fixed aperture,1966ApJ...143..187J
85,1.6 microns,0.141,5.0,5.0,Jy,187369995000000.0,0.141,0.00705,0.00705,,,26419169295000.0,1320958464750.0,1320958464750.0,,,2.3m,IR photometer,1.6,microns,flux in fixed aperture,1980ApJ...238...24R
86,1.6 microns,0.35,5.0,5.0,Jy,187369995000000.0,0.35,0.0175,0.0175,,,65579498250000.0,3278974912500.0,3278974912500.0,,,2.3m,IR photometer,1.6,microns,flux in fixed aperture,1980ApJ...238...24R
87,1.6 microns,0.252,5.0,5.0,Jy,187369995000000.0,0.252,0.0126,0.0126,,,47217238740000.0,2360861937000.0,2360861937000.0,,,2.3m,IR photometer,1.6,microns,flux in fixed aperture,1980ApJ...238...24R
88,H_Kron (2MASS LGA),5.177,0.015,0.015,mag,181999994000000.0,8.6996,0.12102,0.12102,,,1583327147802400.0,22025639273880.0,22025639273880.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
89,H_20 (2MASS LGA),5.095,0.015,0.015,mag,181999994000000.0,9.3821,0.13051,0.13051,,,1707542143707400.0,23752819216940.0,23752819216940.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
90,H_tot (2MASS LGA),5.065,0.015,0.015,mag,181999994000000.0,9.6449,0.13418,0.13418,,,1755371742130600.0,24420759194920.0,24420759194920.0,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
91,H_14arcsec (2MASS),7.476,0.015,0.015,mag,181999994000000.0,1.0469,0.014563,0.014563,,,190535793718600.0,2650465912622.0,2650465912622.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
92,H (Johnson),6.33,0.03,0.03,mag,181691998000000.0,3.158,0.08847,0.08847,,,573783329684000.0,16074291063060.0,16074291063060.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
93,H (Johnson),7.03,0.03,0.03,mag,181691998000000.0,1.657,0.04643,0.04643,,,301063640686000.0,8435959467140.0,8435959467140.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
94,H (Johnson),5.51,0.03,0.03,mag,181691998000000.0,6.721,0.1883,0.1883,,,1221151918558000.0,34212603223400.0,34212603223400.0,,,Multiple telescopes,Photometer,1.65,microns,flux in fixed aperture,1977HarvU.T00M....A
95,K_Kron (2MASS LGA),4.762,0.015,0.015,mag,138000000000000.0,8.3022,0.11549,0.11549,,,1145703600000000.0,15937620000000.0,15937620000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
96,K_tot (2MASS LGA),4.665,0.015,0.015,mag,138000000000000.0,9.0781,0.12629,0.12629,,,1252777800000000.0,17428020000000.0,17428020000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
97,K_20 (2MASS LGA),4.691,0.015,0.015,mag,138000000000000.0,8.8633,0.1233,0.1233,,,1223135400000000.0,17015400000000.0,17015400000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux integrated from map or image,2003AJ....125..525J
98,K_s_14arcsec (2MASS),6.767,0.015,0.015,mag,138000000000000.0,1.3098,0.01822,0.01822,,,180752400000000.0,2514360000000.0,2514360000000.0,,,1.3m,256x256 NICMOS3,2.17,microns,flux in fixed aperture,20032MASX.C.......:
99,2.2 microns,0.475,5.0,5.0,Jy,136269003000000.0,0.475,0.02375,0.02375,,,64727776425000.0,3236388821250.0,3236388821250.0,,,2.3m,IR photometer,2.2,microns,flux in fixed aperture,1980ApJ...238...24R
100,2.2 microns,0.2,5.0,5.0,Jy,136269003000000.0,0.2,0.01,0.01,,,27253800600000.0,1362690030000.0,1362690030000.0,,,2.3m,IR photometer,2.2,microns,flux in fixed aperture,1980ApJ...238...24R
101,2.2 microns,0.35,5.0,5.0,Jy,136269003000000.0,0.35,0.0175,0.0175,,,47694151050000.0,2384707552500.0,2384707552500.0,,,2.3m,IR photometer,2.2,microns,flux in fixed aperture,1980ApJ...238...24R
102,K,2.7,0.1,0.1,Jy,136269003000000.0,2.7,0.1,0.1,,,367926308100000.0,13626900300000.0,13626900300000.0,,,90in,Photometer,2.2,microns,flux in fixed aperture,1970ApJ...161L.203K
103,K,2.3,0.1,0.1,Jy,136269003000000.0,2.3,0.1,0.1,,,313418706900000.0,13626900300000.0,13626900300000.0,,,90in,Photometer,2.2,microns,flux in fixed aperture,1970ApJ...161L.203K
104,K,2.1,0.4,0.4,Jy,136269003000000.0,2.1,0.4,0.4,,,286164906300000.0,54507601200000.0,54507601200000.0,,,90in,Photometer,2.2,microns,flux in fixed aperture,1970ApJ...161L.203K
105,K (Johnson),7.18,,,mag,135042001000000.0,0.8956,,,,,120943616095600.0,,,,,28in,Photometer,2.22,microns,flux in fixed aperture,1966ApJ...143..187J
106,2.2 microns,2.5,0.1,0.1,Jy,135042001000000.0,2.5,0.1,0.1,,,337605002500000.0,13504200100000.0,13504200100000.0,,,61in,?,2.22,microns,flux in fixed aperture,1972ApJ...176L..95R
107,K (Johnson),6.39,0.03,0.03,mag,135042001000000.0,1.854,0.05194,0.05194,,,250367869854000.0,7014081531940.0,7014081531940.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
108,K (Johnson),5.74,0.03,0.03,mag,135042001000000.0,3.374,0.09452,0.09452,,,455631711374000.0,12764169934520.0,12764169934520.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
109,K (Johnson),5.06,0.03,0.03,mag,135042001000000.0,6.311,0.1768,0.1768,,,852250068311000.0,23875425776800.0,23875425776800.0,,,Multiple telescopes,Photometer,2.22,microns,flux in fixed aperture,1977HarvU.T00M....A
110,W1 (WISE),4.066,0.012,0.012,mag,89499996520448.0,7.317,0.08087,0.08087,,,654871474540118.0,7237864718608.63,7237864718608.63,,,WISE,1024x1024 pixel detector array,3.35,microns,flux in fixed aperture,2017ApJ...850...68C
111,3.4 microns,2.3,0.1,0.1,Jy,88174302900000.0,2.3,0.1,0.1,,,202800896670000.0,8817430290000.0,8817430290000.0,,,Cassegrain,PbS JKL photometer,3.4,microns,flux in fixed aperture,1970ApJ...159L.165K
